#dvsi
1		358.2950918
5		236.9703377
10		171.6793384
25		91.65264186
50		56.87255455
75		51.49099002
100		53.85344527
125		58.34528079
150		69.43253085
175		85.39641052
200		92.62130435


#dr-trees
1		106.8221291	
5		110.6775632	
10		107.7397241	
25		104.5750764	
50		103.8647869	
75		107.3854579	
100		118.6045049	
125		125.7877464	
150		123.6860206	
175		142.8020832	
200		143.0032006	
