#Dataset,R*-Tree, RR*-Tree,HR-Tree, QR-Tree,	# Grid size = 1000
abs02	0.229575260	0.135613999	0.32695783	0.341906106
bit02	0.679864956	0.674414877	0.747204939	0.75437909
dia02	0.011288150	0.015033073	0.916449192	0.011385029
par02	0.512279924	0.495216758	0.631336009	0.526035146
ped02	0.737508409	0.595925818	0.867863375	0.775103632
pha02	0.551688964	0.540797614	0.651656478	0.606747669
rea02	0.385896915	0.343689279	0.567027092	0.452929174
uni02	0.525794556	0.450123789	0.588805377	0.640726676

