# content-based filtering
1	0.025
1	0.05
1	0.075
0.75	0.075
0.8	0.1
0.833333333	0.125
0.857142857	0.15
0.875	0.175
0.777777778	0.175
0.8	0.2
0.727272727	0.2
0.75	0.225
0.769230769	0.25
0.785714286	0.275
0.733333333	0.275
0.6875	0.275
0.647058824	0.275
0.611111111	0.275
0.631578947	0.3
0.65	0.325
0.619047619	0.325
0.590909091	0.325
0.565217391	0.325
0.583333333	0.35
0.56	0.35
0.538461538	0.35
0.518518519	0.35
0.5	0.35
0.482758621	0.35
0.5	0.375
0.483870968	0.375
0.5	0.4
0.515151515	0.425
0.5	0.425
0.514285714	0.45
0.527777778	0.475
0.513513514	0.475
0.5	0.475
0.487179487	0.475
0.5	0.5
0.512195122	0.525
0.523809524	0.55
0.511627907	0.55
0.522727273	0.575
0.511111111	0.575
0.52173913	0.6
0.510638298	0.6
0.520833333	0.625
0.510204082	0.625
0.52	0.65
0.529411765	0.675
0.519230769	0.675
0.528301887	0.7
0.518518519	0.7
0.527272727	0.725
0.517857143	0.725
0.526315789	0.75
0.517241379	0.75
0.508474576	0.75
0.516666667	0.775
0.508196721	0.775
0.5	0.775
0.507936508	0.8
0.5	0.8
0.492307692	0.8
0.484848485	0.8
0.492537313	0.825
0.485294118	0.825
0.47826087	0.825
0.485714286	0.85
0.492957746	0.875
0.486111111	0.875
0.479452055	0.875
0.472972973	0.875
0.48	0.9
0.473684211	0.9
0.467532468	0.9
0.474358974	0.925
0.46835443	0.925
0.4625	0.925
0.456790123	0.925
0.451219512	0.925
0.445783133	0.925
0.44047619	0.925
0.435294118	0.925
0.441860465	0.95
0.436781609	0.95
0.443181818	0.975
0.438202247	0.975
0.444444444	1
0.43956044	1
0.434782609	1
0.430107527	1
0.425531915	1
0.421052632	1
0.416666667	1
0.412371134	1
0.408163265	1
0.404040404	1


# naive approach
1	0.026315789
0.5	0.026315789
0.666666667	0.052631579
0.75	0.078947368
0.8	0.105263158
0.666666667	0.105263158
0.714285714	0.131578947
0.625	0.131578947
0.555555556	0.131578947
0.6	0.157894737
0.545454545	0.157894737
0.583333333	0.184210526
0.615384615	0.210526316
0.642857143	0.236842105
0.6	0.236842105
0.5625	0.236842105
0.529411765	0.236842105
0.5	0.236842105
0.526315789	0.263157895
0.55	0.289473684
0.523809524	0.289473684
0.545454545	0.315789474
0.52173913	0.315789474
0.541666667	0.342105263
0.52	0.342105263
0.5	0.342105263
0.481481481	0.342105263
0.464285714	0.342105263
0.448275862	0.342105263
0.466666667	0.368421053
0.451612903	0.368421053
0.4375	0.368421053
0.454545455	0.394736842
0.441176471	0.394736842
0.457142857	0.421052632
0.472222222	0.447368421
0.459459459	0.447368421
0.447368421	0.447368421
0.435897436	0.447368421
0.45	0.473684211
0.43902439	0.473684211
0.452380952	0.5
0.441860465	0.5
0.454545455	0.526315789
0.444444444	0.526315789
0.456521739	0.552631579
0.446808511	0.552631579
0.458333333	0.578947368
0.448979592	0.578947368
0.46	0.605263158
0.470588235	0.631578947
0.461538462	0.631578947
0.471698113	0.657894737
0.462962963	0.657894737
0.472727273	0.684210526
0.464285714	0.684210526
0.473684211	0.710526316
0.465517241	0.710526316
0.457627119	0.710526316
0.466666667	0.736842105
0.459016393	0.736842105
0.451612903	0.736842105
0.46031746	0.763157895
0.453125	0.763157895
0.446153846	0.763157895
0.439393939	0.763157895
0.447761194	0.789473684
0.441176471	0.789473684
0.434782609	0.789473684
0.428571429	0.789473684
0.436619718	0.815789474
0.430555556	0.815789474
0.424657534	0.815789474
0.418918919	0.815789474
0.426666667	0.842105263
0.421052632	0.842105263
0.415584416	0.842105263
0.423076923	0.868421053
0.417721519	0.868421053
0.4125	0.868421053
0.407407407	0.868421053
0.414634146	0.894736842
0.409638554	0.894736842
0.404761905	0.894736842
0.4	0.894736842
0.406976744	0.921052632
0.402298851	0.921052632
0.409090909	0.947368421
0.404494382	0.947368421
0.411111111	0.973684211
0.406593407	0.973684211
0.413043478	1
0.408602151	1
0.404255319	1
0.4	1
0.395833333	1
0.391752577	1
0.387755102	1
0.383838384	1

