# learning rate:1e-05
1,  0.5
2, 0.50236946614843802639
3, 0.50023532740093035187
4, 0.50002351642882891802
5, 0.50000235147965932381
6, 0.50000023514633329391
7, 0.50000002351461692029
8, 0.50000000235146180305
9, 0.50000000023514612479
10, 0.50000000002351452366
11, 0.50000000000235200748
12, 0.50000000000023503421
13, 0.50000000000001576517
14, 0.50000000000000022204


# learning rate:0.0001
1, 0.5
2, 0.52511071843806189641
3, 0.50236946614843802639
4, 0.50023532740093035187
5, 0.50002351642882891802
6, 0.50000235147965932381
7, 0.50000023514633329391
8, 0.50000002351461692029
9, 0.50000000235146180305
10, 0.50000000023514612479
11, 0.50000000002351452366
12, 0.50000000000235200748
13, 0.50000000000023503421
14, 0.50000000000001576517
15, 0.50000000000000022204


# learning rate:0.001
1, 0.5
2, 0.71318918580837831200
3, 0.52511071843806189641
4, 0.50236946614843802639
5, 0.50023532740093035187
6, 0.50002351642882891802
7, 0.50000235147965932381
8, 0.50000023514633329391
9, 0.50000002351461692029
10, 0.50000000235146180305
11, 0.50000000023514612479
12, 0.50000000002351452366
13, 0.50000000000235200748
14, 0.50000000000023503421
15, 0.50000000000001576517
16, 0.50000000000000022204


# learning rate:0.01
1, 0.5
2, 0.89183660138535936213
3, 0.71318918580837831200
4, 0.52511071843806189641
5, 0.50236946614843802639
6, 0.50023532740093035187
7, 0.50002351642882891802
8, 0.50000235147965932381
9, 0.50000023514633329391
10, 0.50000002351461692029
11, 0.50000000235146180305
12, 0.50000000023514612479
13, 0.50000000002351452366
14, 0.50000000000235200748
15, 0.50000000000023503421
16, 0.50000000000001576517
17, 0.50000000000000022204


# learning rate:0.1
1, 0.5
2, 0.93809424908969885060
3, 0.89183660138535936213
4, 0.71318918580837831200
5, 0.52511071843806189641
6, 0.50236946614843802639
7, 0.50023532740093035187
8, 0.50002351642882891802
9, 0.50000235147965932381
10, 0.50000023514633329391
11, 0.50000002351461692029
12, 0.50000000235146180305
13, 0.50000000023514612479
14, 0.50000000002351452366
15, 0.50000000000235200748
16, 0.50000000000023503421
17, 0.50000000000001576517
18, 0.50000000000000022204


