# l2_l1/abs02.RSF.ASC - 243 data entries
10	0.3663374485596708	3037.5
20	0.3332201646090533	12150.0
30	0.3225834476451758	27337.5
40	0.3223405349794239	48600.0
50	0.3216016460905349	75937.5
60	0.3223239597622315	109350.0
70	0.32353489543965713	148837.5
80	0.3244045781893007	194400.0
90	0.3256571660824063	246037.5
100	0.326414814814815	303750.0


# l2_l1/bit02.RSF.ASC - 207 data entries
10	0.17468599033816445	2587.5
20	0.10243961352657009	10350.0
30	0.08539452495974234	23287.5
40	0.08272946859903382	41400.0
50	0.08307632850241546	64687.5
60	0.08745303274288782	93150.0
70	0.09095533865720203	126787.5
80	0.09365640096618355	165600.0
90	0.09878571002564562	209587.5
100	0.10253574879227054	258750.0


# l2_l1/dia02.RSF.ASC - 199 data entries
10	0.740954773869346	2487.5
20	0.8603266331658302	9950.0
30	0.9049972082635405	22387.5
40	0.9279177135678383	39800.0
50	0.9417527638190947	62187.5
60	0.9508249581239525	89550.0
70	0.9571664444672348	121887.5
80	0.9621027010050242	159200.0
90	0.965914138594206	201487.5
100	0.9686517587939694	248750.0


# l2_l1/par02.RSF.ASC - 250 data entries
10	0.2841200000000001	3125.0
20	0.28495000000000015	12500.0
30	0.29240444444444436	28125.0
40	0.29898750000000013	50000.0
50	0.30331519999999995	78125.0
60	0.30674222222222225	112500.0
70	0.3095608163265306	153125.0
80	0.31185812500000004	200000.0
90	0.3134587654320988	253125.0
100	0.3151788	312500.0


# l2_l1/ped02.RSF.ASC - 209 data entries
10	0.43602870813397115	2612.5
20	0.5787081339712918	10450.0
30	0.6451036682615631	23512.5
40	0.6817344497607651	41800.0
50	0.7039521531100474	65312.5
60	0.719760765550239	94050.0
70	0.7317273703739873	128012.5
80	0.7399573863636364	167200.0
90	0.7465821962313195	211612.5
100	0.7516430622009568	261250.0


# l2_l1/pha02.RSF.ASC - 237 data entries
10	0.20932489451476785	2962.5
20	0.16497890295358666	11850.0
30	0.15816221284575732	26662.5
40	0.15746044303797474	47400.0
50	0.15830886075949357	74062.5
60	0.15977496483825596	106650.0
70	0.1607982433479721	145162.5
80	0.162170358649789	189600.0
90	0.1640433401052249	239962.5
100	0.16494472573839658	296250.0


# l2_l1/rea02.RSF.ASC - 414 data entries
10	0.24570048309178738	5175.0
20	0.2299214975845412	20700.0
30	0.23392914653784222	46575.0
40	0.2378487318840578	82800.0
50	0.2411101449275365	129375.0
60	0.24413446054750398	186300.0
70	0.24669427191166307	253575.0
80	0.24887605676328492	331200.0
90	0.2500712709488877	419175.0
100	0.2516347826086956	517500.0


# l2_l1/uni02.RSF.ASC - 192 data entries
10	0.1764062500000003	2400.0
20	0.1045703125	9600.0
30	0.08175347222222222	21600.0
40	0.07231770833333333	38400.0
50	0.0671270833333333	60000.0
60	0.0640422453703703	86400.0
70	0.06192389455782311	117600.0
80	0.06098470052083333	153600.0
90	0.060474537037037035	194400.0
100	0.05991041666666666	240000.0


